feature_id	feature_family	n_expression_units	n_study_families	median_coverage	leave_family_out_median_spearman	leave_family_out_ci_low	leave_family_out_ci_high	matched_null_ci_high	observed_coherence_ci_low	matched_null_permutation_high	observed_coherence_stability_low	technical_status	D2_class	D2_reason	n_patient_timepoints_x	abundance_equal_state_spearman	carrier_dependency_status	n_matched_contexts	n_ambient_units	n_reference_units	ambient_minus_other_median_native	ambient_minus_other_median_z	ambient_metric_scale	ambient_interpretation	ambient_status	n_patient_timepoints_y	n_cohorts	n_platforms	cohort_eta_squared	cohort_status	platform_eta_squared	platform_status	tissue_eta_squared_context_only	library_size_spearman	n_cells_spearman	residualization	status	method_agreement_median_spearman	method_agreement_ci_low	method_agreement_ci_high	method_agreement_status	technical_panel_median_spearman	technical_panel_ci_low	technical_panel_ci_high	n_technical_panel_comparisons	n_negative_technical_panel_comparisons	technical_panel_status	n_components	n_measurable_components	evidence_modality	D2_scope
mechanism__caf_ecm__reactome_ecm	mechanism_component	32821	39	0.9968847352024922	0.8066312021269973	0.7212121212121211	0.8555211558307534					valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.8475700954364881	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.045615445686823186		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.7384380699330669	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.08776136291803845	0.39534278723481114	0.36895937004069884	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.7718933028508251	0.6749466830163471	0.8054618261255021	PASS	0.7623074347240828	0.5244577227128342	0.8566023981399223	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__cytotoxic_t_nk__curated_cytotoxicity	mechanism_component	32821	39	1.0	0.7965686274509804	0.6615067079463364	0.8333333333333335	0.6656799943891478	0.8936702261495985	0.6656799943891478	0.8936702261495985	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	3752.0	0.8773424230410254	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.24609616889523922		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.775229267288085	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.08851044290572982	0.03166787253087363	0.11380840868929097	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.9608502639386044	0.949950376506089	0.9715844442501675	PASS	0.9240382653310388	0.8867117332102417	0.9692228415313876	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	mechanism_component	32821	39	1.0	0.7380952380952381	0.7071428571428571	0.8267515394048879	0.6964444145718511	0.7991694182742933	0.6964444145718511	0.7991694182742933	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	3752.0	0.8852602938981893	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.23289241384098336		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.7997161649921172	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.15775588209525268	0.06083605311682363	0.13187316303823074	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.9575812703493904	0.9511416428470171	0.9715135771565501	PASS	0.8385377169082422	0.771023231613797	0.903050476119478	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	mechanism_component	32821	39	0.98	0.7493821973383992	0.5759803921568628	0.8095238095238096					valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.7099948863585036	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.0076863536214539785		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.4975557201840762	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.0528711305506919	0.39006326687745424	0.43346130787975107	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.913949996339121	0.8948716482194745	0.9270373045099212	PASS	0.5401802833064275	0.40612001898842615	0.7087892826414928	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__exhaustion__curated_broad_exhaustion	mechanism_component	32821	39	1.0	0.6153846153846153	0.535219587252368	0.6904761904761906	0.4462330533831328	-0.3196288383969688	0.4462330533831328	-0.3196288383969688	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.9114662351939167	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.28558099232113654		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.5019801932973188	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.19057814637152132	0.14241043556573618	0.10935289322456651	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.882427861912072	0.8472173132465106	0.9089004358701525	PASS	0.7495026739346202	0.632251100730568	0.7881444211681865	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__exhaustion__sentinel_progenitor_exhaustion	mechanism_component	32821	39	1.0	0.6740342921883128	0.4078102327204349	0.7378647873726218	0.8045359942021192	0.779141364255364	0.8045359942021192	0.779141364255364	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.8721976421279513	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.6079256037447225		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.6057518970785033	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.20109144591907785	0.17571386981092355	0.22044179479513545	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.9564517226414229	0.9468627472956533	0.9609520658478105	PASS	0.8374576877862367	0.7888180771707898	0.8863467833824445	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__exhaustion__sentinel_terminal_exhaustion	mechanism_component	32821	39	1.0	0.7035714285714285	0.6450816408486879	0.8545454545454544	0.7698428376885628	0.7524139457191112	0.7698428376885628	0.7524139457191112	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.8975539462516405	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.07710467203855131		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.5437827570077003	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.19485478804076545	0.25054555979887216	0.2542648058484872	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.9377711197721016	0.9087979297205906	0.9429973903613942	PASS	0.8277478418437019	0.6765630827125516	0.86737141881426	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__hypoxia__curated_hypoxia	mechanism_component	32821	39	1.0	0.7378647873726218	0.5793376881798179	0.8062284722024599	0.7176888329427167	0.3609127570910069	0.7176888329427167	0.3609127570910069	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.8016795055621766	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.0243648090193469		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.4760071435619911	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.08660440166739315	0.3432264778118055	0.31711636813622246	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.7483408749652347	0.692431751390278	0.7733806436156639	PASS	0.6949779183538605	0.5366285036993649	0.7737170583814879	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__hypoxia__hallmark_hypoxia	mechanism_component	32821	39	1.0	0.7812964835697874	0.6904761904761906	0.8494437836833704					valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.7738323904734379	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.042465421427094974		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.6355308264450275	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.09100780858452882	0.4435304686581351	0.42466612830874306	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.903830437116297	0.8714226851023885	0.925941154883585	PASS	0.6197735489538205	0.502898786185022	0.6710387784716644	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	mechanism_component	32821	39	0.9895397489539749	0.8296703296703297	0.7520395779874309	0.8725274725274725					valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.725089526905783	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.022423528352492283		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.6258687910106109	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.07192428783664298	0.45824723176828264	0.4596287371094957	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.9205580570264144	0.9093104342009973	0.9352880846497115	PASS	0.5368741615405095	0.4994544999379099	0.642379023907975	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__neutrophil_tan_net__sentinel_neutrophil_net	mechanism_component	32821	39	1.0	0.8095238095238096	0.7380952380952381	0.8655654500617069	0.4329961951407682	0.6149549127185974	0.4329961951407682	0.6149549127185974	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	3752.0	0.7943500311272749	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.04895364756574461		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.7194749409580772	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.22007130108164663	0.2989738094358899	0.32636953285488457	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.759702128541543	0.6901317932754307	0.8323857732062266	PASS	0.8657515943221954	0.781208377600995	0.9378503674419498	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__suppressive_myeloid__curated_myeloid_suppression	mechanism_component	32821	39	1.0	0.5714285714285715	0.4943240454076367	0.6164113456998574	0.01683885456787662	0.4562826057733333	0.01683885456787662	0.4562826057733333	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	3752.0	0.9366248449344754	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.06644863353761887		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.6336181186196612	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.3655688690569302	0.015293465356731347	-0.023700940214641017	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.8798679642732817	0.824461056630136	0.9162348880032479	PASS	0.785807247803892	0.683008747212126	0.7996056102767388	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__tls_b__reactome_bcr	mechanism_component	32821	39	0.6601307189542484	0.65067987155257	0.5219970978821566	0.7475490196078433					valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.9021857076626526	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.017347452061950097		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.8095339760448907	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.10152043594353982	0.42774322562514916	0.4421399541996275	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.8116195445578633	0.7829544042928666	0.8466165413533834	PASS	-0.01269919610931275	-0.3885897618615739	0.22662992673741467	6.0	3.0	MIXED_OR_NOT_TESTABLE			scRNA	scRNA_measurement_only
mechanism__tls_b__sentinel_tls_b	mechanism_component	32821	39	1.0	0.6904761904761906	0.6060307215942463	0.7619047619047621	0.7394776062701276	0.2014207364828139	0.7394776062701276	0.2014207364828139	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.8522858010523031	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	-0.037995384122200715		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.6095844791653023	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.07606985283948137	0.3574477532195594	0.38499507166197683	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.8821256503278477	0.8457223488074855	0.898025738077397	PASS	0.6655759737307495	0.3638028049748807	0.8162973296621573	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	mechanism_component	32821	39	1.0	0.8012987012987013	0.6428571428571429	0.8961938811177557	0.9436414650753667	0.836070752263336	0.9436414650753667	0.836070752263336	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.6659493535383955	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.11813741195422445		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.5220898002399428	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.04003596240226893	0.5066138011660702	0.4898902860947809	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.8709691843919543	0.8445199059609261	0.8957982372417279	PASS	0.48287896569826283	0.134834028659532	0.7420812391666995	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__wnt_beta_catenin__reactome_wnt	mechanism_component	32821	39	0.9621451104100947	0.7765695461864282	0.6862745098039217	0.8333333333333335					valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.6953460078531194	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.027057499570914523		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.475731497224559	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.08594978774770665	0.4491342726175403	0.46250344781217023	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.880745504775311	0.8565527908199537	0.893191278807093	PASS	0.3536979067357841	0.091951882582282	0.6305814052761888	6.0	1.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
mechanism__wnt_beta_catenin__sentinel_tumor_wnt	mechanism_component	32821	39	1.0	0.8364047225566248	0.6599111038567038	0.870983794004129	0.7114328348831365	0.3141955979768525	0.7114328348831365	0.3141955979768525	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	3752.0	0.6602881008045475	CONCORDANT_WITH_RESIDUAL_COMPOSITION_RISK	1697.0	1697.0	13270.0	0.23858415518890164		native_score	observed_low_quality_state_proxy_not_contamination_causality	OBSERVED_LOW_QUALITY_STATE_PROXY_AVAILABLE	1876.0	44.0	1.0	0.601752347080582	COMPUTED_PATIENT_TIMEPOINT_EQUAL_WEIGHT		NOT_TESTABLE_SINGLE_PLATFORM	0.06771318497639643	0.3985060682410725	0.38599252109567395	global_cell_state_level_median_on_native_score	DIAGNOSTIC_NOT_AUTOMATICALLY_REGRESSED	0.8774669179032669	0.8538581685713184	0.9053452230080831	PASS	0.7097203034755333	0.580189371352358	0.8555614454958237	6.0	0.0	PASS_DIRECTIONAL_STABILITY			scRNA	scRNA_measurement_only
