input_id	normalized_id	resolved_symbol	mapping_source	mapping_status	candidates	n_objects	n_cohorts
MTCYBP37	MTCYBP37	MTCYBP37	exact_symbol	resolved	MTCYBP37	0	0
MTCYBP38	MTCYBP38	MTCYBP38	exact_symbol	resolved	MTCYBP38	0	0
MTCYBP4	MTCYBP4	MTCYBP4	exact_symbol	resolved	MTCYBP4	1	1
MTCYBP41	MTCYBP41	MTCYBP41	exact_symbol	resolved	MTCYBP41	0	0
MTCYBP5	MTCYBP5	MTCYBP5	exact_symbol	resolved	MTCYBP5	0	0
MTDH	MTDH	MTDH	exact_symbol	resolved	MTDH	1	1
MTERF1	MTERF1	MTERF1	exact_symbol	resolved	MTERF1	1	1
MTERF2	MTERF2	MTERF2	exact_symbol	resolved	MTERF2	1	1
MTERF3	MTERF3	MTERF3	exact_symbol	resolved	MTERF3	1	1
MTERF4	MTERF4	MTERF4	exact_symbol	resolved	MTERF4	1	1
MTF1	MTF1	MTF1	exact_symbol	resolved	MTF1	1	1
MTF2	MTF2	MTF2	exact_symbol	resolved	MTF2	1	1
MTFMT	MTFMT	MTFMT	exact_symbol	resolved	MTFMT	1	1
MTFP1	MTFP1	MTFP1	exact_symbol	resolved	MTFP1	1	1
MTFR1	MTFR1	MTFR1	exact_symbol	resolved	MTFR1	1	1
MTFR1L	MTFR1L	MTFR1L	exact_symbol	resolved	MTFR1L	1	1
MTFR2	MTFR2	MTFR2	exact_symbol	resolved	MTFR2	1	1
MTG1	MTG1	MTG1	exact_symbol	resolved	MTG1	1	1
MTG2	MTG2	MTG2	exact_symbol	resolved	MTG2	1	1
MTHFD1	MTHFD1	MTHFD1	exact_symbol	resolved	MTHFD1	1	1
MTHFD1L	MTHFD1L	MTHFD1L	exact_symbol	resolved	MTHFD1L	1	1
MTHFD1P1	MTHFD1P1	MTHFD1P1	exact_symbol	resolved	MTHFD1P1	1	1
MTHFD2	MTHFD2	MTHFD2	exact_symbol	resolved	MTHFD2	1	1
MTHFD2L	MTHFD2L	MTHFD2L	exact_symbol	resolved	MTHFD2L	1	1
MTHFD2P1	MTHFD2P1	MTHFD2P1	exact_symbol	resolved	MTHFD2P1	1	1
MTHFD2P2	MTHFD2P2	MTHFD2P2	exact_symbol	resolved	MTHFD2P2	1	1
MTHFD2P3	MTHFD2P3	MTHFD2P3	exact_symbol	resolved	MTHFD2P3	1	1
MTHFD2P4	MTHFD2P4	MTHFD2P4	exact_symbol	resolved	MTHFD2P4	1	1
MTHFD2P5	MTHFD2P5	MTHFD2P5	exact_symbol	resolved	MTHFD2P5	1	1
MTHFD2P6	MTHFD2P6	MTHFD2P6	exact_symbol	resolved	MTHFD2P6	1	1
MTHFD2P7	MTHFD2P7	MTHFD2P7	exact_symbol	resolved	MTHFD2P7	1	1
MTHFR	MTHFR	MTHFR	exact_symbol	resolved	MTHFR	1	1
MTHFS	MTHFS	MTHFS	exact_symbol	resolved	MTHFS	1	1
MTHFSD	MTHFSD	MTHFSD	exact_symbol	resolved	MTHFSD	1	1
MTIF2	MTIF2	MTIF2	exact_symbol	resolved	MTIF2	1	1
MTIF3	MTIF3	MTIF3	exact_symbol	resolved	MTIF3	1	1
MTL5	MTL5	MTL5	exact_symbol	resolved	MTL5	1	1
MTLN	MTLN	MTLN	exact_symbol	resolved	MTLN	0	0
MTM1	MTM1	MTM1	exact_symbol	resolved	MTM1	1	1
MTMR1	MTMR1	MTMR1	exact_symbol	resolved	MTMR1	1	1
MTMR10	MTMR10	MTMR10	exact_symbol	resolved	MTMR10	1	1
MTMR11	MTMR11	MTMR11	exact_symbol	resolved	MTMR11	1	1
MTMR12	MTMR12	MTMR12	exact_symbol	resolved	MTMR12	1	1
MTMR14	MTMR14	MTMR14	exact_symbol	resolved	MTMR14	1	1
MTMR2	MTMR2	MTMR2	exact_symbol	resolved	MTMR2	1	1
MTMR3	MTMR3	MTMR3	exact_symbol	resolved	MTMR3	1	1
MTMR4	MTMR4	MTMR4	exact_symbol	resolved	MTMR4	1	1
MTMR6	MTMR6	MTMR6	exact_symbol	resolved	MTMR6	1	1
MTMR7	MTMR7	MTMR7	exact_symbol	resolved	MTMR7	1	1
MTMR8	MTMR8	MTMR8	exact_symbol	resolved	MTMR8	1	1
MTMR9	MTMR9	MTMR9	exact_symbol	resolved	MTMR9	1	1
MTMR9LP	MTMR9LP	MTMR9LP	exact_symbol	resolved	MTMR9LP	1	1
MTNAP1	MTNAP1	MTNAP1	exact_symbol	resolved	MTNAP1	0	0
MTND1P1	MTND1P1	MTND1P1	exact_symbol	resolved	MTND1P1	1	1
MTND1P10	MTND1P10	MTND1P10	exact_symbol	resolved	MTND1P10	1	1
MTND1P11	MTND1P11	MTND1P11	exact_symbol	resolved	MTND1P11	1	1
MTND1P12	MTND1P12	MTND1P12	exact_symbol	resolved	MTND1P12	1	1
MTND1P14	MTND1P14	MTND1P14	exact_symbol	resolved	MTND1P14	1	1
MTND1P15	MTND1P15	MTND1P15	exact_symbol	resolved	MTND1P15	1	1
MTND1P16	MTND1P16	MTND1P16	exact_symbol	resolved	MTND1P16	1	1
MTND1P17	MTND1P17	MTND1P17	exact_symbol	resolved	MTND1P17	1	1
MTND1P18	MTND1P18	MTND1P18	exact_symbol	resolved	MTND1P18	1	1
MTND1P19	MTND1P19	MTND1P19	exact_symbol	resolved	MTND1P19	1	1
MTND1P2	MTND1P2	MTND1P2	exact_symbol	resolved	MTND1P2	1	1
MTND1P20	MTND1P20	MTND1P20	exact_symbol	resolved	MTND1P20	1	1
MTND1P21	MTND1P21	MTND1P21	exact_symbol	resolved	MTND1P21	1	1
MTND1P22	MTND1P22	MTND1P22	exact_symbol	resolved	MTND1P22	1	1
MTND1P23	MTND1P23	MTND1P23	exact_symbol	resolved	MTND1P23	1	1
MTND1P24	MTND1P24	MTND1P24	exact_symbol	resolved	MTND1P24	1	1
MTND1P26	MTND1P26	MTND1P26	exact_symbol	resolved	MTND1P26	1	1
MTND1P27	MTND1P27	MTND1P27	exact_symbol	resolved	MTND1P27	1	1
MTND1P28	MTND1P28	MTND1P28	exact_symbol	resolved	MTND1P28	1	1
MTND1P29	MTND1P29	MTND1P29	exact_symbol	resolved	MTND1P29	1	1
MTND1P3	MTND1P3	MTND1P3	exact_symbol	resolved	MTND1P3	1	1
MTND1P30	MTND1P30	MTND1P30	exact_symbol	resolved	MTND1P30	1	1
MTND1P31	MTND1P31	MTND1P31	exact_symbol	resolved	MTND1P31	1	1
MTND1P32	MTND1P32	MTND1P32	exact_symbol	resolved	MTND1P32	1	1
MTND1P33	MTND1P33	MTND1P33	exact_symbol	resolved	MTND1P33	1	1
MTND1P34	MTND1P34	MTND1P34	exact_symbol	resolved	MTND1P34	1	1
MTND1P35	MTND1P35	MTND1P35	exact_symbol	resolved	MTND1P35	1	1
MTND1P36	MTND1P36	MTND1P36	exact_symbol	resolved	MTND1P36	1	1
MTND1P4	MTND1P4	MTND1P4	exact_symbol	resolved	MTND1P4	1	1
MTND1P5	MTND1P5	MTND1P5	exact_symbol	resolved	MTND1P5	1	1
MTND1P6	MTND1P6	MTND1P6	exact_symbol	resolved	MTND1P6	1	1
MTND1P7	MTND1P7	MTND1P7	exact_symbol	resolved	MTND1P7	1	1
MTND1P8	MTND1P8	MTND1P8	exact_symbol	resolved	MTND1P8	0	0
MTND1P9	MTND1P9	MTND1P9	exact_symbol	resolved	MTND1P9	1	1
MTND2P11	MTND2P11	MTND2P11	exact_symbol	resolved	MTND2P11	1	1
MTND2P12	MTND2P12	MTND2P12	exact_symbol	resolved	MTND2P12	1	1
MTND2P13	MTND2P13	MTND2P13	exact_symbol	resolved	MTND2P13	0	0
MTND2P14	MTND2P14	MTND2P14	exact_symbol	resolved	MTND2P14	1	1
MTND2P15	MTND2P15	MTND2P15	exact_symbol	resolved	MTND2P15	1	1
MTND2P16	MTND2P16	MTND2P16	exact_symbol	resolved	MTND2P16	1	1
MTND2P17	MTND2P17	MTND2P17	exact_symbol	resolved	MTND2P17	1	1
MTND2P18	MTND2P18	MTND2P18	exact_symbol	resolved	MTND2P18	1	1
MTND2P19	MTND2P19	MTND2P19	exact_symbol	resolved	MTND2P19	1	1
MTND2P2	MTND2P2	MTND2P2	exact_symbol	resolved	MTND2P2	1	1
MTND2P20	MTND2P20	MTND2P20	exact_symbol	resolved	MTND2P20	1	1
MTND2P21	MTND2P21	MTND2P21	exact_symbol	resolved	MTND2P21	1	1
MTND2P22	MTND2P22	MTND2P22	exact_symbol	resolved	MTND2P22	1	1
MTND2P23	MTND2P23	MTND2P23	exact_symbol	resolved	MTND2P23	1	1
MTND2P24	MTND2P24	MTND2P24	exact_symbol	resolved	MTND2P24	1	1
MTND2P25	MTND2P25	MTND2P25	exact_symbol	resolved	MTND2P25	1	1
MTND2P26	MTND2P26	MTND2P26	exact_symbol	resolved	MTND2P26	1	1
MTND2P28	MTND2P28	MTND2P28	exact_symbol	resolved	MTND2P28	1	1
MTND2P29	MTND2P29	MTND2P29	exact_symbol	resolved	MTND2P29	1	1
MTND2P3	MTND2P3	MTND2P3	exact_symbol	resolved	MTND2P3	1	1
MTND2P30	MTND2P30	MTND2P30	exact_symbol	resolved	MTND2P30	1	1
MTND2P31	MTND2P31	MTND2P31	exact_symbol	resolved	MTND2P31	1	1
MTND2P32	MTND2P32	MTND2P32	exact_symbol	resolved	MTND2P32	1	1
MTND2P33	MTND2P33	MTND2P33	exact_symbol	resolved	MTND2P33	1	1
MTND2P4	MTND2P4	MTND2P4	exact_symbol	resolved	MTND2P4	1	1
MTND2P40	MTND2P40	MTND2P40	exact_symbol	resolved	MTND2P40	0	0
MTND2P41	MTND2P41	MTND2P41	exact_symbol	resolved	MTND2P41	0	0
MTND2P5	MTND2P5	MTND2P5	exact_symbol	resolved	MTND2P5	1	1
MTND2P6	MTND2P6	MTND2P6	exact_symbol	resolved	MTND2P6	1	1
MTND2P7	MTND2P7	MTND2P7	exact_symbol	resolved	MTND2P7	1	1
MTND2P8	MTND2P8	MTND2P8	exact_symbol	resolved	MTND2P8	1	1
MTND2P9	MTND2P9	MTND2P9	exact_symbol	resolved	MTND2P9	1	1
MTND3P1	MTND3P1	MTND3P1	exact_symbol	resolved	MTND3P1	1	1
MTND3P10	MTND3P10	MTND3P10	exact_symbol	resolved	MTND3P10	1	1
MTND3P19	MTND3P19	MTND3P19	exact_symbol	resolved	MTND3P19	0	0
MTND3P2	MTND3P2	MTND3P2	exact_symbol	resolved	MTND3P2	1	1
MTND3P25	MTND3P25	MTND3P25	exact_symbol	resolved	MTND3P25	0	0
MTND3P3	MTND3P3	MTND3P3	exact_symbol	resolved	MTND3P3	1	1
MTND3P4	MTND3P4	MTND3P4	exact_symbol	resolved	MTND3P4	1	1
MTND3P5	MTND3P5	MTND3P5	exact_symbol	resolved	MTND3P5	1	1
MTND3P6	MTND3P6	MTND3P6	exact_symbol	resolved	MTND3P6	1	1
MTND3P7	MTND3P7	MTND3P7	exact_symbol	resolved	MTND3P7	1	1
MTND3P8	MTND3P8	MTND3P8	exact_symbol	resolved	MTND3P8	1	1
MTND3P9	MTND3P9	MTND3P9	exact_symbol	resolved	MTND3P9	1	1
MTND4LP1	MTND4LP1	MTND4LP1	exact_symbol	resolved	MTND4LP1	1	1
MTND4LP2	MTND4LP2	MTND4LP2	exact_symbol	resolved	MTND4LP2	0	0
MTND4LP30	MTND4LP30	MTND4LP30	exact_symbol	resolved	MTND4LP30	0	0
MTND4LP31	MTND4LP31	MTND4LP31	exact_symbol	resolved	MTND4LP31	0	0
MTND4LP5	MTND4LP5	MTND4LP5	exact_symbol	resolved	MTND4LP5	0	0
MTND4P1	MTND4P1	MTND4P1	exact_symbol	resolved	MTND4P1	1	1
MTND4P10	MTND4P10	MTND4P10	exact_symbol	resolved	MTND4P10	1	1
MTND4P11	MTND4P11	MTND4P11	exact_symbol	resolved	MTND4P11	1	1
MTND4P12	MTND4P12	MTND4P12	exact_symbol	resolved	MTND4P12	1	1
MTND4P13	MTND4P13	MTND4P13	exact_symbol	resolved	MTND4P13	1	1
MTND4P14	MTND4P14	MTND4P14	exact_symbol	resolved	MTND4P14	1	1
MTND4P15	MTND4P15	MTND4P15	exact_symbol	resolved	MTND4P15	1	1
MTND4P16	MTND4P16	MTND4P16	exact_symbol	resolved	MTND4P16	1	1
MTND4P17	MTND4P17	MTND4P17	exact_symbol	resolved	MTND4P17	1	1
MTND4P18	MTND4P18	MTND4P18	exact_symbol	resolved	MTND4P18	1	1
MTND4P19	MTND4P19	MTND4P19	exact_symbol	resolved	MTND4P19	1	1
MTND4P2	MTND4P2	MTND4P2	exact_symbol	resolved	MTND4P2	1	1
MTND4P20	MTND4P20	MTND4P20	exact_symbol	resolved	MTND4P20	1	1
MTND4P21	MTND4P21	MTND4P21	exact_symbol	resolved	MTND4P21	1	1
MTND4P22	MTND4P22	MTND4P22	exact_symbol	resolved	MTND4P22	1	1
MTND4P23	MTND4P23	MTND4P23	exact_symbol	resolved	MTND4P23	1	1
MTND4P24	MTND4P24	MTND4P24	exact_symbol	resolved	MTND4P24	1	1
MTND4P25	MTND4P25	MTND4P25	exact_symbol	resolved	MTND4P25	1	1
MTND4P26	MTND4P26	MTND4P26	exact_symbol	resolved	MTND4P26	1	1
MTND4P27	MTND4P27	MTND4P27	exact_symbol	resolved	MTND4P27	1	1
MTND4P28	MTND4P28	MTND4P28	exact_symbol	resolved	MTND4P28	1	1
MTND4P29	MTND4P29	MTND4P29	exact_symbol	resolved	MTND4P29	1	1
MTND4P3	MTND4P3	MTND4P3	exact_symbol	resolved	MTND4P3	1	1
MTND4P30	MTND4P30	MTND4P30	exact_symbol	resolved	MTND4P30	1	1
MTND4P31	MTND4P31	MTND4P31	exact_symbol	resolved	MTND4P31	1	1
MTND4P32	MTND4P32	MTND4P32	exact_symbol	resolved	MTND4P32	1	1
MTND4P34	MTND4P34	MTND4P34	exact_symbol	resolved	MTND4P34	0	0
MTND4P35	MTND4P35	MTND4P35	exact_symbol	resolved	MTND4P35	0	0
MTND4P4	MTND4P4	MTND4P4	exact_symbol	resolved	MTND4P4	1	1
MTND4P5	MTND4P5	MTND4P5	exact_symbol	resolved	MTND4P5	1	1
MTND4P6	MTND4P6	MTND4P6	exact_symbol	resolved	MTND4P6	1	1
MTND4P7	MTND4P7	MTND4P7	exact_symbol	resolved	MTND4P7	1	1
MTND4P8	MTND4P8	MTND4P8	exact_symbol	resolved	MTND4P8	1	1
MTND4P9	MTND4P9	MTND4P9	exact_symbol	resolved	MTND4P9	1	1
MTND5P1	MTND5P1	MTND5P1	exact_symbol	resolved	MTND5P1	1	1
MTND5P10	MTND5P10	MTND5P10	exact_symbol	resolved	MTND5P10	1	1
MTND5P11	MTND5P11	MTND5P11	exact_symbol	resolved	MTND5P11	1	1
MTND5P12	MTND5P12	MTND5P12	exact_symbol	resolved	MTND5P12	1	1
MTND5P13	MTND5P13	MTND5P13	exact_symbol	resolved	MTND5P13	1	1
MTND5P14	MTND5P14	MTND5P14	exact_symbol	resolved	MTND5P14	1	1
MTND5P15	MTND5P15	MTND5P15	exact_symbol	resolved	MTND5P15	1	1
MTND5P16	MTND5P16	MTND5P16	exact_symbol	resolved	MTND5P16	1	1
MTND5P17	MTND5P17	MTND5P17	exact_symbol	resolved	MTND5P17	1	1
MTND5P18	MTND5P18	MTND5P18	exact_symbol	resolved	MTND5P18	1	1
MTND5P19	MTND5P19	MTND5P19	exact_symbol	resolved	MTND5P19	1	1
MTND5P2	MTND5P2	MTND5P2	exact_symbol	resolved	MTND5P2	1	1
MTND5P20	MTND5P20	MTND5P20	exact_symbol	resolved	MTND5P20	1	1
MTND5P21	MTND5P21	MTND5P21	exact_symbol	resolved	MTND5P21	1	1
MTND5P22	MTND5P22	MTND5P22	exact_symbol	resolved	MTND5P22	1	1
MTND5P23	MTND5P23	MTND5P23	exact_symbol	resolved	MTND5P23	1	1
MTND5P24	MTND5P24	MTND5P24	exact_symbol	resolved	MTND5P24	1	1
MTND5P25	MTND5P25	MTND5P25	exact_symbol	resolved	MTND5P25	1	1
MTND5P26	MTND5P26	MTND5P26	exact_symbol	resolved	MTND5P26	1	1
MTND5P27	MTND5P27	MTND5P27	exact_symbol	resolved	MTND5P27	1	1
MTND5P28	MTND5P28	MTND5P28	exact_symbol	resolved	MTND5P28	1	1
MTND5P29	MTND5P29	MTND5P29	exact_symbol	resolved	MTND5P29	1	1
MTND5P3	MTND5P3	MTND5P3	exact_symbol	resolved	MTND5P3	1	1
MTND5P30	MTND5P30	MTND5P30	exact_symbol	resolved	MTND5P30	1	1
MTND5P31	MTND5P31	MTND5P31	exact_symbol	resolved	MTND5P31	1	1
MTND5P32	MTND5P32	MTND5P32	exact_symbol	resolved	MTND5P32	0	0
MTND5P33	MTND5P33	MTND5P33	exact_symbol	resolved	MTND5P33	0	0
MTND5P4	MTND5P4	MTND5P4	exact_symbol	resolved	MTND5P4	1	1
MTND5P5	MTND5P5	MTND5P5	exact_symbol	resolved	MTND5P5	1	1
MTND5P6	MTND5P6	MTND5P6	exact_symbol	resolved	MTND5P6	1	1
MTND5P7	MTND5P7	MTND5P7	exact_symbol	resolved	MTND5P7	1	1
MTND5P8	MTND5P8	MTND5P8	exact_symbol	resolved	MTND5P8	1	1
MTND5P9	MTND5P9	MTND5P9	exact_symbol	resolved	MTND5P9	1	1
MTND6P1	MTND6P1	MTND6P1	exact_symbol	resolved	MTND6P1	1	1
MTND6P10	MTND6P10	MTND6P10	exact_symbol	resolved	MTND6P10	1	1
MTND6P11	MTND6P11	MTND6P11	exact_symbol	resolved	MTND6P11	1	1
MTND6P12	MTND6P12	MTND6P12	exact_symbol	resolved	MTND6P12	1	1
MTND6P13	MTND6P13	MTND6P13	exact_symbol	resolved	MTND6P13	1	1
MTND6P14	MTND6P14	MTND6P14	exact_symbol	resolved	MTND6P14	1	1
MTND6P15	MTND6P15	MTND6P15	exact_symbol	resolved	MTND6P15	1	1
MTND6P16	MTND6P16	MTND6P16	exact_symbol	resolved	MTND6P16	1	1
MTND6P17	MTND6P17	MTND6P17	exact_symbol	resolved	MTND6P17	1	1
MTND6P18	MTND6P18	MTND6P18	exact_symbol	resolved	MTND6P18	1	1
MTND6P19	MTND6P19	MTND6P19	exact_symbol	resolved	MTND6P19	1	1
MTND6P2	MTND6P2	MTND6P2	exact_symbol	resolved	MTND6P2	1	1
MTND6P20	MTND6P20	MTND6P20	exact_symbol	resolved	MTND6P20	1	1
MTND6P21	MTND6P21	MTND6P21	exact_symbol	resolved	MTND6P21	1	1
MTND6P22	MTND6P22	MTND6P22	exact_symbol	resolved	MTND6P22	0	0
MTND6P3	MTND6P3	MTND6P3	exact_symbol	resolved	MTND6P3	1	1
MTND6P4	MTND6P4	MTND6P4	exact_symbol	resolved	MTND6P4	1	1
MTND6P5	MTND6P5	MTND6P5	exact_symbol	resolved	MTND6P5	1	1
MTND6P6	MTND6P6	MTND6P6	exact_symbol	resolved	MTND6P6	1	1
MTND6P7	MTND6P7	MTND6P7	exact_symbol	resolved	MTND6P7	1	1
MTND6P8	MTND6P8	MTND6P8	exact_symbol	resolved	MTND6P8	1	1
MTND6P9	MTND6P9	MTND6P9	exact_symbol	resolved	MTND6P9	1	1
MTNR1A	MTNR1A	MTNR1A	exact_symbol	resolved	MTNR1A	1	1
MTNR1B	MTNR1B	MTNR1B	exact_symbol	resolved	MTNR1B	1	1
MTO1	MTO1	MTO1	exact_symbol	resolved	MTO1	1	1
MTOR	MTOR	MTOR	exact_symbol	resolved	MTOR	1	1
MTOR-AS1	MTOR-AS1	MTOR-AS1	exact_symbol	resolved	MTOR-AS1	1	1
MTPAP	MTPAP	MTPAP	exact_symbol	resolved	MTPAP	1	1
MTPN	MTPN	MTPN	exact_symbol	resolved	MTPN	1	1
MTR	MTR	MTR	exact_symbol	resolved	MTR	1	1
MTRES1	MTRES1	MTRES1	exact_symbol	resolved	MTRES1	0	0
MTREX	MTREX	MTREX	exact_symbol	resolved	MTREX	0	0
MTRF1	MTRF1	MTRF1	exact_symbol	resolved	MTRF1	1	1
MTRF1L	MTRF1L	MTRF1L	exact_symbol	resolved	MTRF1L	1	1
MTRF1LP1	MTRF1LP1	MTRF1LP1	exact_symbol	resolved	MTRF1LP1	1	1
MTRF1LP2	MTRF1LP2	MTRF1LP2	exact_symbol	resolved	MTRF1LP2	1	1
MTRFR	MTRFR	MTRFR	exact_symbol	resolved	MTRFR	0	0
MTRNR2L1	MTRNR2L1	MTRNR2L1	exact_symbol	resolved	MTRNR2L1	1	1
MTRNR2L10	MTRNR2L10	MTRNR2L10	exact_symbol	resolved	MTRNR2L10	1	1
MTRNR2L11	MTRNR2L11	MTRNR2L11	exact_symbol	resolved	MTRNR2L11	1	1
MTRNR2L12	MTRNR2L12	MTRNR2L12	exact_symbol	resolved	MTRNR2L12	1	1
MTRNR2L13	MTRNR2L13	MTRNR2L13	exact_symbol	resolved	MTRNR2L13	1	1
MTRNR2L2	MTRNR2L2	MTRNR2L2	exact_symbol	resolved	MTRNR2L2	1	1
MTRNR2L3	MTRNR2L3	MTRNR2L3	exact_symbol	resolved	MTRNR2L3	1	1
MTRNR2L4	MTRNR2L4	MTRNR2L4	exact_symbol	resolved	MTRNR2L4	1	1
MTRNR2L5	MTRNR2L5	MTRNR2L5	exact_symbol	resolved	MTRNR2L5	1	1
MTRNR2L6	MTRNR2L6	MTRNR2L6	exact_symbol	resolved	MTRNR2L6	1	1
MTRNR2L7	MTRNR2L7	MTRNR2L7	exact_symbol	resolved	MTRNR2L7	1	1
MTRNR2L8	MTRNR2L8	MTRNR2L8	exact_symbol	resolved	MTRNR2L8	1	1
MTRNR2L9	MTRNR2L9	MTRNR2L9	exact_symbol	resolved	MTRNR2L9	1	1
MTRR	MTRR	MTRR	exact_symbol	resolved	MTRR	1	1
MTSS1	MTSS1	MTSS1	exact_symbol	resolved	MTSS1	1	1
MTSS1L	MTSS1L	MTSS1L	exact_symbol	resolved	MTSS1L	1	1
MTSS2	MTSS2	MTSS2	exact_symbol	resolved	MTSS2	0	0
MTTP	MTTP	MTTP	exact_symbol	resolved	MTTP	1	1
MTURN	MTURN	MTURN	exact_symbol	resolved	MTURN	1	1
MTUS1	MTUS1	MTUS1	exact_symbol	resolved	MTUS1	1	1
MTUS1-DT	MTUS1-DT	MTUS1-DT	exact_symbol	resolved	MTUS1-DT	0	0
MTUS2	MTUS2	MTUS2	exact_symbol	resolved	MTUS2	1	1
MTUS2-AS1	MTUS2-AS1	MTUS2-AS1	exact_symbol	resolved	MTUS2-AS1	1	1
MTUS2-AS2	MTUS2-AS2	MTUS2-AS2	exact_symbol	resolved	MTUS2-AS2	1	1
MTX1	MTX1	MTX1	exact_symbol	resolved	MTX1	1	1
MTX1P1	MTX1P1	MTX1P1	exact_symbol	resolved	MTX1P1	1	1
MTX2	MTX2	MTX2	exact_symbol	resolved	MTX2	1	1
MTX3	MTX3	MTX3	exact_symbol	resolved	MTX3	1	1
MUC1	MUC1	MUC1	exact_symbol	resolved	MUC1	1	1
MUC12	MUC12	MUC12	exact_symbol	resolved	MUC12	1	1
MUC12-AS1	MUC12-AS1	MUC12-AS1	exact_symbol	resolved	MUC12-AS1	0	0
MUC13	MUC13	MUC13	exact_symbol	resolved	MUC13	1	1
MUC15	MUC15	MUC15	exact_symbol	resolved	MUC15	1	1
MUC16	MUC16	MUC16	exact_symbol	resolved	MUC16	1	1
MUC17	MUC17	MUC17	exact_symbol	resolved	MUC17	1	1
MUC19	MUC19	MUC19	exact_symbol	resolved	MUC19	1	1
MUC2	MUC2	MUC2	exact_symbol	resolved	MUC2	1	1
MUC20	MUC20	MUC20	exact_symbol	resolved	MUC20	1	1
MUC20-OT1	MUC20-OT1	MUC20-OT1	exact_symbol	resolved	MUC20-OT1	0	0
MUC21	MUC21	MUC21	exact_symbol	resolved	MUC21	1	1
MUC22	MUC22	MUC22	exact_symbol	resolved	MUC22	1	1
MUC3A	MUC3A	MUC3A	exact_symbol	resolved	MUC3A	1	1
MUC4	MUC4	MUC4	exact_symbol	resolved	MUC4	1	1
MUC5AC	MUC5AC	MUC5AC	exact_symbol	resolved	MUC5AC	1	1
MUC5B	MUC5B	MUC5B	exact_symbol	resolved	MUC5B	1	1
MUC5B-AS1	MUC5B-AS1	MUC5B-AS1	exact_symbol	resolved	MUC5B-AS1	0	0
MUC6	MUC6	MUC6	exact_symbol	resolved	MUC6	1	1
MUC7	MUC7	MUC7	exact_symbol	resolved	MUC7	1	1
MUCL1	MUCL1	MUCL1	exact_symbol	resolved	MUCL1	1	1
MUCL3	MUCL3	MUCL3	exact_symbol	resolved	MUCL3	0	0
MUL1	MUL1	MUL1	exact_symbol	resolved	MUL1	1	1
MUM1	MUM1	MUM1	exact_symbol	resolved	MUM1	1	1
MUM1L1	MUM1L1	MUM1L1	exact_symbol	resolved	MUM1L1	1	1
MUPP	MUPP	MUPP	exact_symbol	resolved	MUPP	1	1
MURC	MURC	MURC	exact_symbol	resolved	MURC	1	1
MUS81	MUS81	MUS81	exact_symbol	resolved	MUS81	1	1
MUSK	MUSK	MUSK	exact_symbol	resolved	MUSK	1	1
MUSTN1	MUSTN1	MUSTN1	exact_symbol	resolved	MUSTN1	1	1
MUT	MUT	MUT	exact_symbol	resolved	MUT	1	1
MUTYH	MUTYH	MUTYH	exact_symbol	resolved	MUTYH	1	1
MVB12A	MVB12A	MVB12A	exact_symbol	resolved	MVB12A	1	1
MVB12B	MVB12B	MVB12B	exact_symbol	resolved	MVB12B	1	1
MVD	MVD	MVD	exact_symbol	resolved	MVD	1	1
MVK	MVK	MVK	exact_symbol	resolved	MVK	1	1
MVP	MVP	MVP	exact_symbol	resolved	MVP	1	1
MVP-DT	MVP-DT	MVP-DT	exact_symbol	resolved	MVP-DT	0	0
MX1	MX1	MX1	exact_symbol	resolved	MX1	1	1
MX2	MX2	MX2	exact_symbol	resolved	MX2	1	1
MXD1	MXD1	MXD1	exact_symbol	resolved	MXD1	1	1
MXD3	MXD3	MXD3	exact_symbol	resolved	MXD3	1	1
MXD4	MXD4	MXD4	exact_symbol	resolved	MXD4	1	1
MXI1	MXI1	MXI1	exact_symbol	resolved	MXI1	1	1
MXRA5	MXRA5	MXRA5	exact_symbol	resolved	MXRA5	1	1
MXRA5Y	MXRA5Y	MXRA5Y	exact_symbol	resolved	MXRA5Y	1	1
MXRA7	MXRA7	MXRA7	exact_symbol	resolved	MXRA7	1	1
MXRA8	MXRA8	MXRA8	exact_symbol	resolved	MXRA8	1	1
MYADM	MYADM	MYADM	exact_symbol	resolved	MYADM	1	1
MYADM-AS1	MYADM-AS1	MYADM-AS1	exact_symbol	resolved	MYADM-AS1	0	0
MYADML	MYADML	MYADML	exact_symbol	resolved	MYADML	1	1
MYADML2	MYADML2	MYADML2	exact_symbol	resolved	MYADML2	1	1
MYB	MYB	MYB	exact_symbol	resolved	MYB	1	1
MYB-AS1	MYB-AS1	MYB-AS1	exact_symbol	resolved	MYB-AS1	1	1
MYBBP1A	MYBBP1A	MYBBP1A	exact_symbol	resolved	MYBBP1A	1	1
MYBL1	MYBL1	MYBL1	exact_symbol	resolved	MYBL1	1	1
MYBL2	MYBL2	MYBL2	exact_symbol	resolved	MYBL2	1	1
MYBPC1	MYBPC1	MYBPC1	exact_symbol	resolved	MYBPC1	1	1
MYBPC2	MYBPC2	MYBPC2	exact_symbol	resolved	MYBPC2	1	1
MYBPC3	MYBPC3	MYBPC3	exact_symbol	resolved	MYBPC3	1	1
MYBPH	MYBPH	MYBPH	exact_symbol	resolved	MYBPH	1	1
MYBPHL	MYBPHL	MYBPHL	exact_symbol	resolved	MYBPHL	1	1
MYC	MYC	MYC	exact_symbol	resolved	MYC	1	1
MYCBP	MYCBP	MYCBP	exact_symbol	resolved	MYCBP	1	1
