input_id	normalized_id	resolved_symbol	mapping_source	mapping_status	candidates	n_objects	n_cohorts
5S_rRNA	5S_rRNA	5S_rRNA	exact_symbol	resolved	5S_rRNA	1	1
5S_rRNA-1	5S_rRNA-1	5S_rRNA-1	exact_symbol	resolved	5S_rRNA-1	0	0
5S_rRNA-10	5S_rRNA-10	5S_rRNA-10	exact_symbol	resolved	5S_rRNA-10	0	0
5S_rRNA-11	5S_rRNA-11	5S_rRNA-11	exact_symbol	resolved	5S_rRNA-11	0	0
5S_rRNA-12	5S_rRNA-12	5S_rRNA-12	exact_symbol	resolved	5S_rRNA-12	0	0
5S_rRNA-13	5S_rRNA-13	5S_rRNA-13	exact_symbol	resolved	5S_rRNA-13	0	0
5S_rRNA-14	5S_rRNA-14	5S_rRNA-14	exact_symbol	resolved	5S_rRNA-14	0	0
5S_rRNA-2	5S_rRNA-2	5S_rRNA-2	exact_symbol	resolved	5S_rRNA-2	0	0
5S_rRNA-3	5S_rRNA-3	5S_rRNA-3	exact_symbol	resolved	5S_rRNA-3	0	0
5S_rRNA-4	5S_rRNA-4	5S_rRNA-4	exact_symbol	resolved	5S_rRNA-4	0	0
5S_rRNA-5	5S_rRNA-5	5S_rRNA-5	exact_symbol	resolved	5S_rRNA-5	0	0
5S_rRNA-6	5S_rRNA-6	5S_rRNA-6	exact_symbol	resolved	5S_rRNA-6	0	0
5S_rRNA-7	5S_rRNA-7	5S_rRNA-7	exact_symbol	resolved	5S_rRNA-7	0	0
5S_rRNA-8	5S_rRNA-8	5S_rRNA-8	exact_symbol	resolved	5S_rRNA-8	0	0
5S_rRNA-9	5S_rRNA-9	5S_rRNA-9	exact_symbol	resolved	5S_rRNA-9	0	0
5_8S_rRNA	5_8S_rRNA	5_8S_rRNA	exact_symbol	resolved	5_8S_rRNA	1	1
5_8S_rRNA-1	5_8S_rRNA-1	5_8S_rRNA-1	exact_symbol	resolved	5_8S_rRNA-1	0	0
7SK	7SK	7SK	exact_symbol	resolved	7SK	1	1
7SK-1	7SK-1	7SK-1	exact_symbol	resolved	7SK-1	0	0
7SK-2	7SK-2	7SK-2	exact_symbol	resolved	7SK-2	0	0
7SK-3	7SK-3	7SK-3	exact_symbol	resolved	7SK-3	0	0
7SK-4	7SK-4	7SK-4	exact_symbol	resolved	7SK-4	0	0
7SK-5	7SK-5	7SK-5	exact_symbol	resolved	7SK-5	0	0
A1BG	A1BG	A1BG	exact_symbol	resolved	A1BG	1	1
A1BG-AS1	A1BG-AS1	A1BG-AS1	exact_symbol	resolved	A1BG-AS1	1	1
A1CF	A1CF	A1CF	exact_symbol	resolved	A1CF	1	1
A2M	A2M	A2M	exact_symbol	resolved	A2M	1	1
A2M-AS1	A2M-AS1	A2M-AS1	exact_symbol	resolved	A2M-AS1	1	1
A2ML1	A2ML1	A2ML1	exact_symbol	resolved	A2ML1	1	1
A2ML1-AS1	A2ML1-AS1	A2ML1-AS1	exact_symbol	resolved	A2ML1-AS1	1	1
A2ML1-AS2	A2ML1-AS2	A2ML1-AS2	exact_symbol	resolved	A2ML1-AS2	1	1
A2MP1	A2MP1	A2MP1	exact_symbol	resolved	A2MP1	1	1
A3GALT2	A3GALT2	A3GALT2	exact_symbol	resolved	A3GALT2	1	1
A4GALT	A4GALT	A4GALT	exact_symbol	resolved	A4GALT	1	1
A4GNT	A4GNT	A4GNT	exact_symbol	resolved	A4GNT	1	1
AA06	AA06	AA06	exact_symbol	resolved	AA06	1	1
AAAS	AAAS	AAAS	exact_symbol	resolved	AAAS	1	1
AACS	AACS	AACS	exact_symbol	resolved	AACS	1	1
AACSP1	AACSP1	AACSP1	exact_symbol	resolved	AACSP1	1	1
AADAC	AADAC	AADAC	exact_symbol	resolved	AADAC	1	1
AADACL2	AADACL2	AADACL2	exact_symbol	resolved	AADACL2	1	1
AADACL2-AS1	AADACL2-AS1	AADACL2-AS1	exact_symbol	resolved	AADACL2-AS1	1	1
AADACL3	AADACL3	AADACL3	exact_symbol	resolved	AADACL3	1	1
AADACL4	AADACL4	AADACL4	exact_symbol	resolved	AADACL4	1	1
AADACP1	AADACP1	AADACP1	exact_symbol	resolved	AADACP1	1	1
AADAT	AADAT	AADAT	exact_symbol	resolved	AADAT	1	1
AAED1	AAED1	AAED1	exact_symbol	resolved	AAED1	1	1
AAGAB	AAGAB	AAGAB	exact_symbol	resolved	AAGAB	1	1
AAK1	AAK1	AAK1	exact_symbol	resolved	AAK1	1	1
AAMDC	AAMDC	AAMDC	exact_symbol	resolved	AAMDC	1	1
AAMP	AAMP	AAMP	exact_symbol	resolved	AAMP	1	1
AANAT	AANAT	AANAT	exact_symbol	resolved	AANAT	1	1
AAR2	AAR2	AAR2	exact_symbol	resolved	AAR2	1	1
AARD	AARD	AARD	exact_symbol	resolved	AARD	1	1
AARS	AARS	AARS	exact_symbol	resolved	AARS	1	1
AARS1	AARS1	AARS1	exact_symbol	resolved	AARS1	0	0
AARS2	AARS2	AARS2	exact_symbol	resolved	AARS2	1	1
AARSD1	AARSD1	AARSD1	exact_symbol	resolved	AARSD1	1	1
AARSP1	AARSP1	AARSP1	exact_symbol	resolved	AARSP1	1	1
AASDH	AASDH	AASDH	exact_symbol	resolved	AASDH	1	1
AASDHPPT	AASDHPPT	AASDHPPT	exact_symbol	resolved	AASDHPPT	1	1
AASS	AASS	AASS	exact_symbol	resolved	AASS	1	1
AATBC	AATBC	AATBC	exact_symbol	resolved	AATBC	1	1
AATF	AATF	AATF	exact_symbol	resolved	AATF	1	1
AATK	AATK	AATK	exact_symbol	resolved	AATK	1	1
AATK-AS1	AATK-AS1	AATK-AS1	exact_symbol	resolved	AATK-AS1	1	1
AB015752.1	AB015752.1	AB015752.1	exact_symbol	resolved	AB015752.1	0	0
AB015752.3	AB015752.3	AB015752.3	exact_symbol	resolved	AB015752.3	1	1
AB019438.66	AB019438.66	AB019438.66	exact_symbol	resolved	AB019438.66	1	1
AB019440.50	AB019440.50	AB019440.50	exact_symbol	resolved	AB019440.50	1	1
AB019441.29	AB019441.29	AB019441.29	exact_symbol	resolved	AB019441.29	1	1
ABALON	ABALON	ABALON	exact_symbol	resolved	ABALON	1	1
ABAT	ABAT	ABAT	exact_symbol	resolved	ABAT	1	1
ABBA01017803.1	ABBA01017803.1	ABBA01017803.1	exact_symbol	resolved	ABBA01017803.1	1	1
ABC11-4932300O16.1	ABC11-4932300O16.1	ABC11-4932300O16.1	exact_symbol	resolved	ABC11-4932300O16.1	0	0
ABC12-47043100G14.2	ABC12-47043100G14.2	ABC12-47043100G14.2	exact_symbol	resolved	ABC12-47043100G14.2	1	1
ABC12-47964100C23.1	ABC12-47964100C23.1	ABC12-47964100C23.1	exact_symbol	resolved	ABC12-47964100C23.1	1	1
ABC12-49244600F4.4	ABC12-49244600F4.4	ABC12-49244600F4.4	exact_symbol	resolved	ABC12-49244600F4.4	1	1
ABC14-1080714F14.1	ABC14-1080714F14.1	ABC14-1080714F14.1	exact_symbol	resolved	ABC14-1080714F14.1	1	1
ABC7-42391500H16.2	ABC7-42391500H16.2	ABC7-42391500H16.2	exact_symbol	resolved	ABC7-42391500H16.2	1	1
ABC7-42404400C24.1	ABC7-42404400C24.1	ABC7-42404400C24.1	exact_symbol	resolved	ABC7-42404400C24.1	0	0
ABC7-42418200C9.1	ABC7-42418200C9.1	ABC7-42418200C9.1	exact_symbol	resolved	ABC7-42418200C9.1	1	1
ABC7-43041300I9.1	ABC7-43041300I9.1	ABC7-43041300I9.1	exact_symbol	resolved	ABC7-43041300I9.1	1	1
ABC7-481722F1.1	ABC7-481722F1.1	ABC7-481722F1.1	exact_symbol	resolved	ABC7-481722F1.1	1	1
ABC7-481722F1.2	ABC7-481722F1.2	ABC7-481722F1.2	exact_symbol	resolved	ABC7-481722F1.2	0	0
ABCA1	ABCA1	ABCA1	exact_symbol	resolved	ABCA1	1	1
ABCA10	ABCA10	ABCA10	exact_symbol	resolved	ABCA10	1	1
ABCA11P	ABCA11P	ABCA11P	exact_symbol	resolved	ABCA11P	1	1
ABCA12	ABCA12	ABCA12	exact_symbol	resolved	ABCA12	1	1
ABCA13	ABCA13	ABCA13	exact_symbol	resolved	ABCA13	1	1
ABCA17P	ABCA17P	ABCA17P	exact_symbol	resolved	ABCA17P	1	1
ABCA2	ABCA2	ABCA2	exact_symbol	resolved	ABCA2	1	1
ABCA3	ABCA3	ABCA3	exact_symbol	resolved	ABCA3	1	1
ABCA4	ABCA4	ABCA4	exact_symbol	resolved	ABCA4	1	1
ABCA5	ABCA5	ABCA5	exact_symbol	resolved	ABCA5	1	1
ABCA6	ABCA6	ABCA6	exact_symbol	resolved	ABCA6	1	1
ABCA7	ABCA7	ABCA7	exact_symbol	resolved	ABCA7	1	1
ABCA8	ABCA8	ABCA8	exact_symbol	resolved	ABCA8	1	1
ABCA9	ABCA9	ABCA9	exact_symbol	resolved	ABCA9	1	1
ABCA9-AS1	ABCA9-AS1	ABCA9-AS1	exact_symbol	resolved	ABCA9-AS1	1	1
ABCB1	ABCB1	ABCB1	exact_symbol	resolved	ABCB1	1	1
ABCB10	ABCB10	ABCB10	exact_symbol	resolved	ABCB10	1	1
ABCB10P1	ABCB10P1	ABCB10P1	exact_symbol	resolved	ABCB10P1	1	1
ABCB10P3	ABCB10P3	ABCB10P3	exact_symbol	resolved	ABCB10P3	1	1
ABCB10P4	ABCB10P4	ABCB10P4	exact_symbol	resolved	ABCB10P4	1	1
ABCB11	ABCB11	ABCB11	exact_symbol	resolved	ABCB11	1	1
ABCB4	ABCB4	ABCB4	exact_symbol	resolved	ABCB4	1	1
ABCB5	ABCB5	ABCB5	exact_symbol	resolved	ABCB5	1	1
ABCB6	ABCB6	ABCB6	exact_symbol	resolved	ABCB6	1	1
ABCB7	ABCB7	ABCB7	exact_symbol	resolved	ABCB7	1	1
ABCB8	ABCB8	ABCB8	exact_symbol	resolved	ABCB8	1	1
ABCB9	ABCB9	ABCB9	exact_symbol	resolved	ABCB9	1	1
ABCC1	ABCC1	ABCC1	exact_symbol	resolved	ABCC1	1	1
ABCC10	ABCC10	ABCC10	exact_symbol	resolved	ABCC10	1	1
ABCC11	ABCC11	ABCC11	exact_symbol	resolved	ABCC11	1	1
ABCC12	ABCC12	ABCC12	exact_symbol	resolved	ABCC12	1	1
ABCC13	ABCC13	ABCC13	exact_symbol	resolved	ABCC13	1	1
ABCC2	ABCC2	ABCC2	exact_symbol	resolved	ABCC2	1	1
ABCC3	ABCC3	ABCC3	exact_symbol	resolved	ABCC3	1	1
ABCC4	ABCC4	ABCC4	exact_symbol	resolved	ABCC4	1	1
ABCC5	ABCC5	ABCC5	exact_symbol	resolved	ABCC5	1	1
ABCC5-AS1	ABCC5-AS1	ABCC5-AS1	exact_symbol	resolved	ABCC5-AS1	1	1
ABCC6	ABCC6	ABCC6	exact_symbol	resolved	ABCC6	1	1
ABCC6P1	ABCC6P1	ABCC6P1	exact_symbol	resolved	ABCC6P1	1	1
ABCC6P2	ABCC6P2	ABCC6P2	exact_symbol	resolved	ABCC6P2	1	1
ABCC8	ABCC8	ABCC8	exact_symbol	resolved	ABCC8	1	1
ABCC9	ABCC9	ABCC9	exact_symbol	resolved	ABCC9	1	1
ABCD1	ABCD1	ABCD1	exact_symbol	resolved	ABCD1	1	1
ABCD1P2	ABCD1P2	ABCD1P2	exact_symbol	resolved	ABCD1P2	1	1
ABCD1P3	ABCD1P3	ABCD1P3	exact_symbol	resolved	ABCD1P3	1	1
ABCD1P4	ABCD1P4	ABCD1P4	exact_symbol	resolved	ABCD1P4	1	1
ABCD1P5	ABCD1P5	ABCD1P5	exact_symbol	resolved	ABCD1P5	1	1
ABCD2	ABCD2	ABCD2	exact_symbol	resolved	ABCD2	1	1
ABCD3	ABCD3	ABCD3	exact_symbol	resolved	ABCD3	1	1
ABCD4	ABCD4	ABCD4	exact_symbol	resolved	ABCD4	1	1
ABCE1	ABCE1	ABCE1	exact_symbol	resolved	ABCE1	1	1
ABCF1	ABCF1	ABCF1	exact_symbol	resolved	ABCF1	1	1
ABCF2	ABCF2	ABCF2	exact_symbol	resolved	ABCF2	1	1
ABCF2-1	ABCF2-1	ABCF2-1	exact_symbol	resolved	ABCF2-1	0	0
ABCF2.1	ABCF2.1	ABCF2.1	exact_symbol	resolved	ABCF2.1	0	0
ABCF2P1	ABCF2P1	ABCF2P1	exact_symbol	resolved	ABCF2P1	1	1
ABCF2P2	ABCF2P2	ABCF2P2	exact_symbol	resolved	ABCF2P2	1	1
ABCF3	ABCF3	ABCF3	exact_symbol	resolved	ABCF3	1	1
ABCG1	ABCG1	ABCG1	exact_symbol	resolved	ABCG1	1	1
ABCG2	ABCG2	ABCG2	exact_symbol	resolved	ABCG2	1	1
ABCG4	ABCG4	ABCG4	exact_symbol	resolved	ABCG4	1	1
ABCG5	ABCG5	ABCG5	exact_symbol	resolved	ABCG5	1	1
ABCG8	ABCG8	ABCG8	exact_symbol	resolved	ABCG8	1	1
ABHD1	ABHD1	ABHD1	exact_symbol	resolved	ABHD1	1	1
ABHD10	ABHD10	ABHD10	exact_symbol	resolved	ABHD10	1	1
ABHD11	ABHD11	ABHD11	exact_symbol	resolved	ABHD11	1	1
ABHD11-AS1	ABHD11-AS1	ABHD11-AS1	exact_symbol	resolved	ABHD11-AS1	1	1
ABHD12	ABHD12	ABHD12	exact_symbol	resolved	ABHD12	1	1
ABHD12B	ABHD12B	ABHD12B	exact_symbol	resolved	ABHD12B	1	1
ABHD13	ABHD13	ABHD13	exact_symbol	resolved	ABHD13	1	1
ABHD14A	ABHD14A	ABHD14A	exact_symbol	resolved	ABHD14A	1	1
ABHD14A-ACY1	ABHD14A-ACY1	ABHD14A-ACY1	exact_symbol	resolved	ABHD14A-ACY1	1	1
ABHD14B	ABHD14B	ABHD14B	exact_symbol	resolved	ABHD14B	1	1
ABHD15	ABHD15	ABHD15	exact_symbol	resolved	ABHD15	1	1
ABHD15-AS1	ABHD15-AS1	ABHD15-AS1	exact_symbol	resolved	ABHD15-AS1	1	1
ABHD16A	ABHD16A	ABHD16A	exact_symbol	resolved	ABHD16A	1	1
ABHD16B	ABHD16B	ABHD16B	exact_symbol	resolved	ABHD16B	1	1
ABHD17A	ABHD17A	ABHD17A	exact_symbol	resolved	ABHD17A	1	1
ABHD17AP1	ABHD17AP1	ABHD17AP1	exact_symbol	resolved	ABHD17AP1	1	1
ABHD17AP3	ABHD17AP3	ABHD17AP3	exact_symbol	resolved	ABHD17AP3	1	1
ABHD17AP4	ABHD17AP4	ABHD17AP4	exact_symbol	resolved	ABHD17AP4	1	1
ABHD17AP6	ABHD17AP6	ABHD17AP6	exact_symbol	resolved	ABHD17AP6	1	1
ABHD17AP9	ABHD17AP9	ABHD17AP9	exact_symbol	resolved	ABHD17AP9	1	1
ABHD17B	ABHD17B	ABHD17B	exact_symbol	resolved	ABHD17B	1	1
ABHD17C	ABHD17C	ABHD17C	exact_symbol	resolved	ABHD17C	1	1
ABHD18	ABHD18	ABHD18	exact_symbol	resolved	ABHD18	0	0
ABHD2	ABHD2	ABHD2	exact_symbol	resolved	ABHD2	1	1
ABHD3	ABHD3	ABHD3	exact_symbol	resolved	ABHD3	1	1
ABHD4	ABHD4	ABHD4	exact_symbol	resolved	ABHD4	1	1
ABHD5	ABHD5	ABHD5	exact_symbol	resolved	ABHD5	1	1
ABHD6	ABHD6	ABHD6	exact_symbol	resolved	ABHD6	1	1
ABHD8	ABHD8	ABHD8	exact_symbol	resolved	ABHD8	1	1
ABI1	ABI1	ABI1	exact_symbol	resolved	ABI1	1	1
ABI2	ABI2	ABI2	exact_symbol	resolved	ABI2	1	1
ABI3	ABI3	ABI3	exact_symbol	resolved	ABI3	1	1
ABI3BP	ABI3BP	ABI3BP	exact_symbol	resolved	ABI3BP	1	1
ABITRAM	ABITRAM	ABITRAM	exact_symbol	resolved	ABITRAM	0	0
ABL1	ABL1	ABL1	exact_symbol	resolved	ABL1	1	1
ABL2	ABL2	ABL2	exact_symbol	resolved	ABL2	1	1
ABLIM1	ABLIM1	ABLIM1	exact_symbol	resolved	ABLIM1	1	1
ABLIM2	ABLIM2	ABLIM2	exact_symbol	resolved	ABLIM2	1	1
ABLIM3	ABLIM3	ABLIM3	exact_symbol	resolved	ABLIM3	1	1
ABO	ABO	ABO	exact_symbol	resolved	ABO	1	1
ABR	ABR	ABR	exact_symbol	resolved	ABR	1	1
ABR-AS1	ABR-AS1	ABR-AS1	exact_symbol	resolved	ABR-AS1	0	0
ABRA	ABRA	ABRA	exact_symbol	resolved	ABRA	1	1
ABRACL	ABRACL	ABRACL	exact_symbol	resolved	ABRACL	1	1
ABRAXAS1	ABRAXAS1	ABRAXAS1	exact_symbol	resolved	ABRAXAS1	0	0
ABRAXAS2	ABRAXAS2	ABRAXAS2	exact_symbol	resolved	ABRAXAS2	0	0
ABT1	ABT1	ABT1	exact_symbol	resolved	ABT1	1	1
ABT1P1	ABT1P1	ABT1P1	exact_symbol	resolved	ABT1P1	1	1
ABTB1	ABTB1	ABTB1	exact_symbol	resolved	ABTB1	1	1
ABTB2	ABTB2	ABTB2	exact_symbol	resolved	ABTB2	1	1
ABTB3	ABTB3	ABTB3	exact_symbol	resolved	ABTB3	0	0
AC000003.1	AC000003.1	AC000003.1	exact_symbol	resolved	AC000003.1	1	1
AC000029.1	AC000029.1	AC000029.1	exact_symbol	resolved	AC000029.1	1	1
AC000032.1	AC000032.1	AC000032.1	exact_symbol	resolved	AC000032.1	0	0
AC000032.2	AC000032.2	AC000032.2	exact_symbol	resolved	AC000032.2	1	1
AC000035.1	AC000035.1	AC000035.1	exact_symbol	resolved	AC000035.1	0	0
AC000035.3	AC000035.3	AC000035.3	exact_symbol	resolved	AC000035.3	0	0
AC000036.1	AC000036.1	AC000036.1	exact_symbol	resolved	AC000036.1	0	0
AC000036.4	AC000036.4	AC000036.4	exact_symbol	resolved	AC000036.4	1	1
AC000041.10	AC000041.10	AC000041.10	exact_symbol	resolved	AC000041.10	1	1
AC000041.8	AC000041.8	AC000041.8	exact_symbol	resolved	AC000041.8	1	1
AC000050.1	AC000050.1	AC000050.1	exact_symbol	resolved	AC000050.1	0	0
AC000058.1	AC000058.1	AC000058.1	exact_symbol	resolved	AC000058.1	0	0
AC000061.1	AC000061.1	AC000061.1	exact_symbol	resolved	AC000061.1	0	0
AC000065.1	AC000065.1	AC000065.1	exact_symbol	resolved	AC000065.1	0	0
AC000065.2	AC000065.2	AC000065.2	exact_symbol	resolved	AC000065.2	0	0
AC000067.1	AC000067.1	AC000067.1	exact_symbol	resolved	AC000067.1	1	1
AC000068.1	AC000068.1	AC000068.1	exact_symbol	resolved	AC000068.1	0	0
AC000068.10	AC000068.10	AC000068.10	exact_symbol	resolved	AC000068.10	1	1
AC000068.2	AC000068.2	AC000068.2	exact_symbol	resolved	AC000068.2	0	0
AC000068.3	AC000068.3	AC000068.3	exact_symbol	resolved	AC000068.3	0	0
AC000068.5	AC000068.5	AC000068.5	exact_symbol	resolved	AC000068.5	1	1
AC000068.9	AC000068.9	AC000068.9	exact_symbol	resolved	AC000068.9	1	1
AC000072.1	AC000072.1	AC000072.1	exact_symbol	resolved	AC000072.1	0	0
AC000077.2	AC000077.2	AC000077.2	exact_symbol	resolved	AC000077.2	1	1
AC000078.5	AC000078.5	AC000078.5	exact_symbol	resolved	AC000078.5	1	1
AC000081.2	AC000081.2	AC000081.2	exact_symbol	resolved	AC000081.2	1	1
AC000082.1	AC000082.1	AC000082.1	exact_symbol	resolved	AC000082.1	0	0
AC000085.1	AC000085.1	AC000085.1	exact_symbol	resolved	AC000085.1	0	0
AC000089.1	AC000089.1	AC000089.1	exact_symbol	resolved	AC000089.1	0	0
AC000089.3	AC000089.3	AC000089.3	exact_symbol	resolved	AC000089.3	1	1
AC000093.1	AC000093.1	AC000093.1	exact_symbol	resolved	AC000093.1	0	0
AC000095.11	AC000095.11	AC000095.11	exact_symbol	resolved	AC000095.11	1	1
AC000095.9	AC000095.9	AC000095.9	exact_symbol	resolved	AC000095.9	1	1
AC000099.1	AC000099.1	AC000099.1	exact_symbol	resolved	AC000099.1	1	1
AC000110.1	AC000110.1	AC000110.1	exact_symbol	resolved	AC000110.1	1	1
AC000111.3	AC000111.3	AC000111.3	exact_symbol	resolved	AC000111.3	1	1
AC000111.4	AC000111.4	AC000111.4	exact_symbol	resolved	AC000111.4	1	1
AC000111.5	AC000111.5	AC000111.5	exact_symbol	resolved	AC000111.5	1	1
AC000111.6	AC000111.6	AC000111.6	exact_symbol	resolved	AC000111.6	1	1
AC000113.1	AC000113.1	AC000113.1	exact_symbol	resolved	AC000113.1	0	0
AC000120.1	AC000120.1	AC000120.1	exact_symbol	resolved	AC000120.1	0	0
AC000120.7	AC000120.7	AC000120.7	exact_symbol	resolved	AC000120.7	1	1
AC000123.1	AC000123.1	AC000123.1	exact_symbol	resolved	AC000123.1	0	0
AC000123.2	AC000123.2	AC000123.2	exact_symbol	resolved	AC000123.2	1	1
AC000123.3	AC000123.3	AC000123.3	exact_symbol	resolved	AC000123.3	1	1
AC000123.4	AC000123.4	AC000123.4	exact_symbol	resolved	AC000123.4	1	1
AC000124.1	AC000124.1	AC000124.1	exact_symbol	resolved	AC000124.1	1	1
AC000354.1	AC000354.1	AC000354.1	exact_symbol	resolved	AC000354.1	1	1
AC000362.1	AC000362.1	AC000362.1	exact_symbol	resolved	AC000362.1	1	1
AC000367.1	AC000367.1	AC000367.1	exact_symbol	resolved	AC000367.1	1	1
AC000370.2	AC000370.2	AC000370.2	exact_symbol	resolved	AC000370.2	1	1
AC000372.1	AC000372.1	AC000372.1	exact_symbol	resolved	AC000372.1	0	0
AC000374.1	AC000374.1	AC000374.1	exact_symbol	resolved	AC000374.1	1	1
AC000403.1	AC000403.1	AC000403.1	exact_symbol	resolved	AC000403.1	1	1
AC000403.4	AC000403.4	AC000403.4	exact_symbol	resolved	AC000403.4	1	1
AC001226.1	AC001226.1	AC001226.1	exact_symbol	resolved	AC001226.1	0	0
AC001226.2	AC001226.2	AC001226.2	exact_symbol	resolved	AC001226.2	0	0
AC001226.7	AC001226.7	AC001226.7	exact_symbol	resolved	AC001226.7	1	1
AC002044.1	AC002044.1	AC002044.1	exact_symbol	resolved	AC002044.1	1	1
AC002044.2	AC002044.2	AC002044.2	exact_symbol	resolved	AC002044.2	0	0
AC002044.3	AC002044.3	AC002044.3	exact_symbol	resolved	AC002044.3	1	1
AC002044.4	AC002044.4	AC002044.4	exact_symbol	resolved	AC002044.4	1	1
AC002056.2	AC002056.2	AC002056.2	exact_symbol	resolved	AC002056.2	0	0
AC002056.3	AC002056.3	AC002056.3	exact_symbol	resolved	AC002056.3	1	1
AC002056.5	AC002056.5	AC002056.5	exact_symbol	resolved	AC002056.5	1	1
AC002057.1	AC002057.1	AC002057.1	exact_symbol	resolved	AC002057.1	0	0
AC002057.2	AC002057.2	AC002057.2	exact_symbol	resolved	AC002057.2	0	0
AC002059.1	AC002059.1	AC002059.1	exact_symbol	resolved	AC002059.1	0	0
AC002059.10	AC002059.10	AC002059.10	exact_symbol	resolved	AC002059.10	1	1
AC002064.1	AC002064.1	AC002064.1	exact_symbol	resolved	AC002064.1	0	0
AC002064.2	AC002064.2	AC002064.2	exact_symbol	resolved	AC002064.2	0	0
AC002064.4	AC002064.4	AC002064.4	exact_symbol	resolved	AC002064.4	1	1
AC002064.5	AC002064.5	AC002064.5	exact_symbol	resolved	AC002064.5	1	1
AC002064.7	AC002064.7	AC002064.7	exact_symbol	resolved	AC002064.7	1	1
AC002066.1	AC002066.1	AC002066.1	exact_symbol	resolved	AC002066.1	1	1
AC002069.2	AC002069.2	AC002069.2	exact_symbol	resolved	AC002069.2	0	0
AC002069.5	AC002069.5	AC002069.5	exact_symbol	resolved	AC002069.5	1	1
AC002069.6	AC002069.6	AC002069.6	exact_symbol	resolved	AC002069.6	1	1
AC002070.1	AC002070.1	AC002070.1	exact_symbol	resolved	AC002070.1	1	1
AC002072.1	AC002072.1	AC002072.1	exact_symbol	resolved	AC002072.1	1	1
AC002074.1	AC002074.1	AC002074.1	exact_symbol	resolved	AC002074.1	0	0
AC002074.2	AC002074.2	AC002074.2	exact_symbol	resolved	AC002074.2	0	0
AC002075.2	AC002075.2	AC002075.2	exact_symbol	resolved	AC002075.2	0	0
AC002075.3	AC002075.3	AC002075.3	exact_symbol	resolved	AC002075.3	1	1
AC002075.4	AC002075.4	AC002075.4	exact_symbol	resolved	AC002075.4	1	1
AC002076.1	AC002076.1	AC002076.1	exact_symbol	resolved	AC002076.1	0	0
AC002076.10	AC002076.10	AC002076.10	exact_symbol	resolved	AC002076.10	1	1
AC002091.1	AC002091.1	AC002091.1	exact_symbol	resolved	AC002091.1	0	0
AC002091.2	AC002091.2	AC002091.2	exact_symbol	resolved	AC002091.2	0	0
AC002094.2	AC002094.2	AC002094.2	exact_symbol	resolved	AC002094.2	0	0
AC002094.3	AC002094.3	AC002094.3	exact_symbol	resolved	AC002094.3	0	0
AC002094.4	AC002094.4	AC002094.4	exact_symbol	resolved	AC002094.4	0	0
AC002101.1	AC002101.1	AC002101.1	exact_symbol	resolved	AC002101.1	0	0
AC002115.1	AC002115.1	AC002115.1	exact_symbol	resolved	AC002115.1	0	0
AC002115.5	AC002115.5	AC002115.5	exact_symbol	resolved	AC002115.5	1	1
AC002115.9	AC002115.9	AC002115.9	exact_symbol	resolved	AC002115.9	1	1
AC002116.2	AC002116.2	AC002116.2	exact_symbol	resolved	AC002116.2	0	0
AC002116.7	AC002116.7	AC002116.7	exact_symbol	resolved	AC002116.7	1	1
AC002116.8	AC002116.8	AC002116.8	exact_symbol	resolved	AC002116.8	1	1
AC002117.1	AC002117.1	AC002117.1	exact_symbol	resolved	AC002117.1	1	1
AC002127.2	AC002127.2	AC002127.2	exact_symbol	resolved	AC002127.2	1	1
AC002127.4	AC002127.4	AC002127.4	exact_symbol	resolved	AC002127.4	1	1
AC002128.1	AC002128.1	AC002128.1	exact_symbol	resolved	AC002128.1	0	0
AC002128.2	AC002128.2	AC002128.2	exact_symbol	resolved	AC002128.2	0	0
AC002128.5	AC002128.5	AC002128.5	exact_symbol	resolved	AC002128.5	1	1
AC002306.1	AC002306.1	AC002306.1	exact_symbol	resolved	AC002306.1	1	1
AC002310.1	AC002310.1	AC002310.1	exact_symbol	resolved	AC002310.1	0	0
AC002310.10	AC002310.10	AC002310.10	exact_symbol	resolved	AC002310.10	1	1
AC002310.12	AC002310.12	AC002310.12	exact_symbol	resolved	AC002310.12	1	1
AC002310.13	AC002310.13	AC002310.13	exact_symbol	resolved	AC002310.13	1	1
AC002310.14	AC002310.14	AC002310.14	exact_symbol	resolved	AC002310.14	1	1
AC002310.17	AC002310.17	AC002310.17	exact_symbol	resolved	AC002310.17	1	1
AC002310.2	AC002310.2	AC002310.2	exact_symbol	resolved	AC002310.2	0	0
AC002310.4	AC002310.4	AC002310.4	exact_symbol	resolved	AC002310.4	0	0
AC002310.5	AC002310.5	AC002310.5	exact_symbol	resolved	AC002310.5	0	0
AC002310.6	AC002310.6	AC002310.6	exact_symbol	resolved	AC002310.6	0	0
AC002310.7	AC002310.7	AC002310.7	exact_symbol	resolved	AC002310.7	1	1
AC002314.4	AC002314.4	AC002314.4	exact_symbol	resolved	AC002314.4	1	1
AC002331.1	AC002331.1	AC002331.1	exact_symbol	resolved	AC002331.1	1	1
AC002347.1	AC002347.1	AC002347.1	exact_symbol	resolved	AC002347.1	0	0
AC002347.2	AC002347.2	AC002347.2	exact_symbol	resolved	AC002347.2	0	0
AC002350.1	AC002350.1	AC002350.1	exact_symbol	resolved	AC002350.1	0	0
AC002351.1	AC002351.1	AC002351.1	exact_symbol	resolved	AC002351.1	0	0
