feature_id	heldout_study_family	n_shared_states	state_profile_spearman	diagnostic_status
mechanism__angiogenesis_endothelial__reactome_vegf	lambrecht_hnscc	23	0.7694588819039645	PASS
mechanism__angiogenesis_endothelial__reactome_vegf	mendeley_skrx2fz79n	4	0.9486832980505139	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE115978	23	0.781018385088833	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE123813	23	0.8260869565217392	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE140228	21	0.8155844155844156	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE149614	10	0.8303030303030302	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE151530	23	0.9658923572554302	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE161801	8	0.4761904761904762	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE169246	23	0.7157687478535633	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE176021	13	0.6538461538461539	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE179994	4	0.7999999999999999	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE189903	23	0.8660406396681237	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE200996	3	-1.0	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE205506	23	0.9391993238410016	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE206325	8	0.880952380952381	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE207422_sc	8	0.9047619047619048	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE225063	8	0.30952380952380953	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE232240	13	0.6043956043956044	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE235863_9pt_cd45	17	0.8700980392156864	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE243013	15	0.6071428571428571	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE246613	10	0.9878787878787878	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE249974	23	0.6050420907270453	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE266919	18	0.8224974200206397	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE272735	8	0.7380952380952381	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE272993	8	0.19047619047619052	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE273718	8	0.523809523809524	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE284205	23	0.9510628942474142	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE286827	23	0.94710837077861	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE288199	8	0.4761904761904762	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	GSE301741	13	0.6593406593406593	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	LAMBRECHT_BRCA	20	0.875187969924812	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	LAMBRECHT_HCC	23	0.8245181432456795	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	PRJCA001063	14	0.9252747252747253	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	TASK01	23	0.9342561695049963	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	TASK02	23	0.9332675386377953	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	bi_2021_rcc	17	0.8950291420861204	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	krishna_2021_rcc	8	0.9285714285714287	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	lambrecht_hnscc	23	0.7816205533596838	PASS
mechanism__apc_ifn_apm__curated_antigen_presentation	mendeley_skrx2fz79n	4	0.316227766016838	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE115978	23	0.43559951887371906	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE123813	23	0.724308300395257	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE140228	21	0.8272727272727272	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE149614	10	0.9151515151515152	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE151530	23	0.9322789077705943	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE161801	8	0.5149792926227014	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE169246	23	0.4370828316508145	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE176021	13	0.7857142857142857	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE179994	4	-0.39999999999999997	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE189903	23	0.8960911537333026	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE200996	3	0.5	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE205506	23	0.7983194252648513	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE206325	8	0.9047619047619048	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE207422_sc	8	0.9047619047619048	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE225063	8	0.6347419188140273	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE232240	13	0.6519951147386644	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE235863_9pt_cd45	17	0.8480392156862745	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE243013	15	0.473637365178064	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE246613	10	0.9757575757575757	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE249974	23	0.43411620609662355	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE266919	18	0.6690759797157205	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE272735	8	0.6347419188140273	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE272993	8	0.467074242146171	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE273718	8	0.6428571428571429	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE284205	23	0.9055858743561658	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE286827	23	0.8942166193833537	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE288199	8	0.4047619047619048	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	GSE301741	13	0.7087912087912087	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	LAMBRECHT_BRCA	20	0.825563909774436	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	LAMBRECHT_HCC	23	0.8578492227535782	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	PRJCA001063	14	0.8505494505494505	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	TASK01	23	0.9038319188435395	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	TASK02	23	0.8964153549580619	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	bi_2021_rcc	17	0.899940138750516	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	krishna_2021_rcc	8	0.9047619047619048	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	lambrecht_hnscc	23	0.4857919594807944	PASS
mechanism__apc_ifn_apm__curated_apc_dc_activation	mendeley_skrx2fz79n	4	0.316227766016838	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE115978	23	0.17898640843619326	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE123813	23	0.3303661358910621	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE140228	21	0.6606041270788445	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE149614	10	-0.28484848484848485	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE151530	23	0.7956458173402267	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE161801	8	0.8333333333333335	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE169246	23	0.5720642943665073	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE176021	13	-0.15934065934065936	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE179994	4	-0.39999999999999997	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE189903	23	0.744680942224528	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE200996	3	0.5	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE205506	23	0.5665512816259699	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE206325	8	0.34731161595484505	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE207422_sc	8	0.6428571428571429	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE225063	8	0.2142857142857143	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE232240	13	0.5469696739087315	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__curated_ifn_response	GSE235863_9pt_cd45	17	0.6989578260409599	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE243013	15	0.9365508654841718	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE246613	10	0.6747751534848716	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE249974	23	0.7050680067127393	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE266919	18	0.5186791759926926	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__curated_ifn_response	GSE272735	8	0.01197626261913259	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE272993	8	0.09523809523809526	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE273718	8	0.37126414119311024	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE284205	23	0.6407719735420359	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE286827	23	0.7313212176796363	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE288199	8	0.3333333333333334	PASS
mechanism__apc_ifn_apm__curated_ifn_response	GSE301741	13	0.5911692435175179	PASS
mechanism__apc_ifn_apm__curated_ifn_response	LAMBRECHT_BRCA	20	0.6769695166172881	PASS
mechanism__apc_ifn_apm__curated_ifn_response	LAMBRECHT_HCC	23	0.3504696424227738	PASS
mechanism__apc_ifn_apm__curated_ifn_response	PRJCA001063	14	0.18701881503923706	PASS
mechanism__apc_ifn_apm__curated_ifn_response	TASK01	23	0.7721207072840234	PASS
mechanism__apc_ifn_apm__curated_ifn_response	TASK02	23	0.6254635543419461	PASS
mechanism__apc_ifn_apm__curated_ifn_response	bi_2021_rcc	17	0.6044230605250323	PASS
mechanism__apc_ifn_apm__curated_ifn_response	krishna_2021_rcc	8	0.5476190476190477	PASS
mechanism__apc_ifn_apm__curated_ifn_response	lambrecht_hnscc	23	0.5909090909090909	PASS
mechanism__apc_ifn_apm__curated_ifn_response	mendeley_skrx2fz79n	4	0.8333333333333335	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE115978	23	0.2743450656482926	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE123813	23	0.4120553359683795	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE140228	21	0.7701298701298702	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE149614	10	0.9393939393939393	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE151530	23	0.5482435109533403	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE161801	8	0.8095238095238096	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE169246	23	0.49245984199571413	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE176021	13	0.8610737169333417	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE179994	4	0.39999999999999997	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE189903	23	0.5984174085064293	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE200996	3	-0.5	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE205506	23	0.7340584188967828	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE206325	8	0.8571428571428572	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE207422_sc	8	0.9047619047619048	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE225063	8	0.6666666666666669	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE232240	13	0.5089413342896748	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE235863_9pt_cd45	17	0.5588235294117647	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE243013	15	0.7703309599688513	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE246613	10	0.8875420937728943	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE249974	23	0.6261127596439169	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE266919	18	0.7254901960784313	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE272735	8	0.9523809523809524	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE272993	8	0.5952380952380953	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE273718	8	0.3571428571428572	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE284205	23	0.5087762825437648	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE286827	23	0.6505191106182937	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE288199	8	-0.27545404024004955	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	GSE301741	13	0.7989011030766674	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	LAMBRECHT_BRCA	20	0.793984962406015	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	LAMBRECHT_HCC	23	0.5453646643787878	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	PRJCA001063	14	0.8272832288794485	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	TASK01	23	0.6605686233998737	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	TASK02	23	0.6551298098838567	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	bi_2021_rcc	17	0.6286075730426524	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	krishna_2021_rcc	8	0.8571428571428572	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	lambrecht_hnscc	23	0.5609093326660242	PASS
mechanism__apc_ifn_apm__hallmark_ifn_alpha	mendeley_skrx2fz79n	4	0.9486832980505139	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE115978	23	0.407416576108904	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE123813	23	0.3764822134387352	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE140228	21	0.7831168831168831	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE149614	10	0.8303030303030302	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE151530	23	0.7666832375144176	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE161801	8	0.8095238095238096	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE169246	23	0.5763717955782147	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE176021	13	0.9780219780219779	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE179994	4	0.39999999999999997	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE189903	23	0.6727633051303176	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE200996	3	-0.5	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE205506	23	0.7856613342682629	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE206325	8	0.8333333333333335	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE207422_sc	8	0.9285714285714287	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE225063	8	0.7619047619047621	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE232240	13	0.7087912087912087	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE235863_9pt_cd45	17	0.6348039215686275	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE243013	15	0.7714285714285712	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE246613	10	0.8666666666666665	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE249974	23	0.5808206344806195	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE266919	18	0.7007223942208461	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE272735	8	0.9285714285714287	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE272993	8	0.7619047619047621	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE273718	8	0.4285714285714286	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE284205	23	0.7498765127719997	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE286827	23	0.7928819554952455	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE288199	8	-0.04761904761904763	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	GSE301741	13	0.8186813186813187	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	LAMBRECHT_BRCA	20	0.8736842105263156	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	LAMBRECHT_HCC	23	0.5753831647110137	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	PRJCA001063	14	0.7978021978021977	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	TASK01	23	0.7123085398183596	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	TASK02	23	0.6323856806350586	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	bi_2021_rcc	17	0.6298353222087514	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	krishna_2021_rcc	8	0.8571428571428572	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	lambrecht_hnscc	23	0.6274703557312253	PASS
mechanism__apc_ifn_apm__hallmark_ifn_gamma	mendeley_skrx2fz79n	4	0.316227766016838	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE115978	23	0.41571927965804334	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE123813	23	0.6403162055335968	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE140228	21	0.8506493506493505	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE149614	10	0.9118583155200968	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE151530	23	0.4799802860261119	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE161801	8	0.6666666666666669	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE169246	23	0.3667820517315911	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE176021	13	0.7032967032967032	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE179994	4	0.6000000000000001	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE189903	23	0.4532872526116834	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE200996	3	0.5	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE205506	23	0.7192289558887671	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE206325	8	0.6428571428571429	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE207422_sc	8	0.8333333333333335	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE225063	8	0.8333333333333335	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE232240	13	0.26373626373626374	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE235863_9pt_cd45	17	0.7352941176470589	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE243013	15	0.782142857142857	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE246613	10	0.7575757575757575	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE249974	23	0.39347508514601964	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE266919	18	0.6016511867905057	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE272735	8	0.7619047619047621	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE272993	8	0.6190476190476191	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE273718	8	0.4047619047619048	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE284205	23	0.435986212435665	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE286827	23	0.646070271715889	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE288199	8	-0.09523809523809526	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	GSE301741	13	0.6868131868131868	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	LAMBRECHT_BRCA	20	0.8341482349957705	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	LAMBRECHT_HCC	23	0.6534850032198969	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	PRJCA001063	14	0.6263736263736264	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	TASK01	23	0.5872467351174263	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	TASK02	23	0.4537815680452839	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	bi_2021_rcc	17	0.5966860947240802	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	krishna_2021_rcc	8	0.8571428571428572	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	lambrecht_hnscc	23	0.6719367588932806	PASS
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	mendeley_skrx2fz79n	4	-0.632455532033676	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE115978	23	0.3850717227748107	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE123813	23	0.4041501976284585	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE140228	21	0.7506493506493507	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE149614	10	0.8545454545454544	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE151530	23	0.8289669821480842	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE161801	8	0.880952380952381	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE169246	23	0.6203658691686617	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE176021	13	0.967032967032967	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE179994	4	0.39999999999999997	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE189903	23	0.7765695461864282	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE200996	3	-0.5	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE205506	23	0.8022739487336557	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE206325	8	0.7619047619047621	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE207422_sc	8	0.9761904761904763	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE225063	8	0.9047619047619048	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE232240	13	0.6428571428571429	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE235863_5pt_cd8	2		NOT_TESTABLE
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE235863_9pt_cd45	17	0.7769607843137256	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE243013	15	0.6464285714285712	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE246613	10	0.9515151515151514	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE249974	23	0.47899165515891085	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE266919	18	0.6738906088751291	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE272734	2		NOT_TESTABLE
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE272735	8	0.8333333333333335	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE272993	8	0.8095238095238096	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE273718	8	0.3333333333333334	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE284205	23	0.7849729085576372	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE286827	23	0.8783985255081369	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE288199	8	0.09523809523809526	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	GSE301741	13	0.8296703296703297	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	LAMBRECHT_BRCA	20	0.8451127819548873	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	LAMBRECHT_HCC	23	0.6371725939110795	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	PRJCA001063	14	0.8593406593406594	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	TASK01	23	0.835393082784891	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	TASK02	23	0.7815127005224334	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	bi_2021_rcc	17	0.7157777638356765	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	krishna_2021_rcc	8	0.9285714285714287	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	lambrecht_hnscc	23	0.49011857707509887	PASS
mechanism__apc_ifn_apm__reactome_ifn_gamma	mendeley_skrx2fz79n	4	0.316227766016838	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE115978	23	0.517548258979752	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE123813	23	0.6699604743083005	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE140228	21	0.857142857142857	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE149614	10	0.8753839828992931	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE151530	23	0.5704400103750084	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE161801	8	0.5952380952380953	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE169246	23	0.6900643453063359	PASS
mechanism__apc_ifn_apm__reactome_mhc_i	GSE176021	13	0.6648351648351648	PASS
