feature_id	score_standardized	coverage	technical_status	patient_id	pair_id	modality	match_status	bridge_role	sc_timepoint	bulk_timepoint
mechanism__apc_ifn_apm__curated_apc_dc_activation	0.8800610539474781	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__curated_ifn_response	0.006270404950659227	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__curated_ifn_response	0.09852165385454267	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__hallmark_ifn_alpha	1.8013878289645833	0.979381443298969	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__hallmark_ifn_alpha	0.8898931044912792	0.9896907216494846	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__hallmark_ifn_gamma	1.3316127567214766	0.98	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__hallmark_ifn_gamma	1.0636561967951361	0.98	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	1.238214129408736	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	1.2360483317419342	0.8205128205128205	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_ifn_gamma	1.2614655261704755	0.9693877551020408	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_ifn_gamma	-0.26323693366968204	0.9489795918367347	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_mhc_i	1.6347372903247168	0.9785522788203753	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_mhc_i	0.26105805426557493	0.9544235924932976	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_mhc_ii	1.415779504864887	0.9761904761904762	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__apc_ifn_apm__reactome_mhc_ii	-0.30998980565445117	0.9047619047619048	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__caf_ecm__curated_stromal_tgfb	0.6143028457407046	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__caf_ecm__curated_stromal_tgfb	3.062846193136946	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__caf_ecm__hallmark_emt	0.8882232104508161	0.985	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__caf_ecm__hallmark_emt	4.81287127705567	0.96	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__caf_ecm__reactome_ecm	0.9845526379691031	0.9968847352024922	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__caf_ecm__reactome_ecm	4.424251466942402	0.9158878504672897	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__cytotoxic_t_nk__curated_cytotoxicity	-1.3852338441684702	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__cytotoxic_t_nk__curated_cytotoxicity	-0.2761857479036622	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	-0.811458978410796	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	-0.6398105520056513	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	0.4939130294405392	0.975	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	0.3169211848354983	0.945	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__exhaustion__curated_broad_exhaustion	2.0574209405433117	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__exhaustion__curated_broad_exhaustion	1.4215000681401575	0.8888888888888888	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__exhaustion__sentinel_progenitor_exhaustion	-0.2817737388686056	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__exhaustion__sentinel_progenitor_exhaustion	0.9311641901594737	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__exhaustion__sentinel_terminal_exhaustion	0.3619264779226499	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__exhaustion__sentinel_terminal_exhaustion	-0.10812996790917108	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__hypoxia__curated_hypoxia	0.21310565910969323	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__hypoxia__curated_hypoxia	-0.17417875081672382	0.8571428571428571	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__hypoxia__hallmark_hypoxia	0.6737869954847734	0.955	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__hypoxia__hallmark_hypoxia	0.6181266464485767	0.935	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	1.2393076572558186	0.9728033472803347	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	-0.6744907594765952	0.9309623430962343	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__neutrophil_tan_net__sentinel_neutrophil_net	0.029048282614035425	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__neutrophil_tan_net__sentinel_neutrophil_net	-0.5398223678389081	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__suppressive_myeloid__curated_myeloid_suppression	0.3215863112755241	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__suppressive_myeloid__curated_myeloid_suppression	-0.7317405742552129	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__tls_b__reactome_bcr	0.42554508863143764	0.9934640522875817	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__tls_b__reactome_bcr	1.6167157062515851	0.8169934640522876	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__tls_b__sentinel_tls_b	-0.5877807282227464	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__tls_b__sentinel_tls_b	-0.6744907594765952	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	0.7335471527807398	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	1.576021625422088	0.9523809523809523	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__wnt_beta_catenin__reactome_wnt	0.9245488908084598	0.804416403785489	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__wnt_beta_catenin__reactome_wnt	0.9312256017598272	0.7539432176656151	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__wnt_beta_catenin__sentinel_tumor_wnt	0.7546874279552211	1.0	valid	P08	P08	bulkRNA	exact_matched	paired	pre_treatment	pre_treatment
mechanism__wnt_beta_catenin__sentinel_tumor_wnt	2.3727300833004827	1.0	valid	P08	P08	scRNA	exact_matched	paired	pre_treatment	pre_treatment
